Name,Age,Gender,Location,Daily_Usage_Hours,Sleep_Hours,Interllectual_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
Michael Davidson,19,Female,Evanshaven,5,6.8,54,6,1.5,6,1,7,1.2,50,5,3.5,1.8,1.4,Browsing,10,8.7,8.9
Alicia Curtis,16,Other,Butlerville,5.3,9.1,96,6,2,8,1,8,0.8,64,12,1.7,1.3,0.2,Gaming,6,7,7.4
Diane Cole,18,Male,Kyleshire,4.3,9.2,68,9,0.4,8,9,6,1,96,16,1.5,1.8,1.7,Social Media,4,4.3,8.1
Jasmin Moran,17,Female,Lake Lori,5.5,3,66,6,0.7,3,5,1,0.9,29,13,2.9,0.5,1.5,Social Media,9,4.6,10
Max Gomez,15,Other,Jaybury,4.2,5.6,99,5,0.5,5,5,6,0.9,98,11,1.9,1.6,0.6,Browsing,10,6.5,9.1
Tracey Watson,19,Female,Abbottville,7.8,5.2,93,8,0.5,7,10,10,1,146,13,3.3,4,1.2,Gaming,10,4.1,10
Harry Moran,17,Female,Wilsonton,6.4,7.4,51,5,1.1,3,5,1,0.6,100,18,1.7,1.2,2.4,Gaming,10,9.3,10
Stephanie Patel,16,Female,Taylorville,4.3,5.9,61,9,0,3,2,2,1.8,28,15,2.1,0,1.9,Browsing,5,3.4,7
Sophia Williams,15,Male,Lancetown,2.2,7.4,76,4,1.1,3,5,4,1.5,118,14,3.4,0.8,0,Gaming,2,7.4,7.9
Mary Jones,13,Female,Rachelshire,2.7,3.8,96,2,1.6,2,4,6,1.9,57,14,3,2.7,1.4,Education,10,6.9,10
Kyle Miller,17,Other,North Rachelburgh,1.7,7.7,96,4,2.4,5,1,7,0.6,28,12,2.6,1.7,0.2,Education,8,6.4,5.1
Cesar Torres,13,Male,Bobbybury,1.8,5.5,94,10,1.7,6,8,8,1.4,108,16,1.8,0.7,1,Education,2,7.5,6.9
Brandon Taylor,19,Other,West Alison,5.5,7,57,5,1.5,10,9,1,0,27,17,2.4,0,1.4,Social Media,1,7.2,8.3
Connie Lynch,14,Other,North Michelleburgh,7.8,8.6,54,4,1.3,7,3,4,1.8,46,18,1,2.5,0.5,Browsing,8,7.5,10
Lisa Brewer,19,Male,Lake Lindaberg,4.8,3.7,97,5,0.4,7,8,4,1.5,23,7,1.1,1.4,0.9,Browsing,6,5.3,7.3
John Diaz,15,Male,New Georgeburgh,4.7,7.5,58,8,1.6,10,10,1,1.2,138,11,4,2.3,1,Education,6,10.9,10
Adam Humphrey,19,Female,West Justin,9.5,6.9,79,10,0.3,8,9,8,1.9,137,20,2.9,2.7,0.2,Social Media,5,6.6,10
Thomas Johnson,13,Male,South John,5,8.3,63,3,0,6,2,5,1.2,139,9,1.3,0.5,0,Social Media,8,3.8,7.2
Daniel Gibson,16,Female,Lake Jamesburgh,3.6,7.5,94,9,0,3,10,5,0.8,24,18,1.7,2.2,0.5,Browsing,4,5.9,7.8
Scott Walters,17,Other,Port Patriciaton,5.1,8.1,88,5,1.6,5,2,10,0.7,22,7,3.6,3.7,1.1,Other,1,7,10
Alexander Gilbert,18,Other,Wyattside,3.9,6.8,68,9,0.7,8,5,6,1.4,75,6,2.5,0.5,1.5,Education,6,6,6.2
Matthew Jackson,18,Male,South Aaronborough,4.4,7.9,94,2,1.4,7,6,3,0.5,125,19,1.8,2.1,0,Browsing,10,7.5,10
Alice Giles,16,Other,Martinhaven,4.4,10,78,9,2.3,8,3,4,0.2,114,12,3.2,2.1,0.3,Browsing,9,6,9.4
Malik Pitts,14,Female,East Mark,5.3,9.1,58,10,0.9,5,5,9,1.2,83,16,2,1.5,0.9,Gaming,5,3.1,9.1
Mark Weber,15,Other,Millerfort,4.8,5.4,64,4,2.5,2,3,6,0.7,146,9,1.8,0.1,0.8,Other,9,7.8,8.7
Mason Liu,15,Female,New Douglas,6.9,6.4,81,9,2.6,3,6,8,1.3,33,9,2.7,2,0,Social Media,1,7.1,10
Deborah Bradley,19,Male,Mcculloughmouth,9.1,8.5,53,1,1.1,10,9,10,1.7,78,13,1.5,2,1.2,Education,8,6.3,10
Patricia Sheppard,16,Other,West Alicia,2.6,5.7,95,5,0.1,8,7,3,1.8,75,9,3.3,0.2,0.9,Browsing,7,5.1,6.5
Brent Johnson,13,Female,Michaelstad,8.1,6.1,60,0,0.1,10,10,10,0.7,23,16,3.5,0.1,0.9,Other,1,6.5,10
Scott Preston,15,Female,Jennifermouth,8.7,8.8,59,7,0.7,10,10,3,0.9,102,9,4,1.7,0,Gaming,2,8.5,10
Darryl Wise,16,Other,East Dawn,6.3,7.3,72,0,2.2,5,6,3,1.1,49,20,2.3,1.6,0.2,Other,9,6.1,10
Angela Duncan,13,Other,North Bruce,3.1,7.7,68,4,1.2,5,7,10,1.1,124,7,3,0.9,0.8,Education,6,7.3,7
Michael Mason,16,Female,Salazarbury,8.9,6.3,95,8,1.8,1,7,1,0.6,148,7,2.3,0,1,Gaming,10,9.6,10
Alyssa Murphy,15,Other,Obrienburgh,2.7,4.3,71,10,0.3,5,1,10,1.1,92,19,2.8,2.7,0,Gaming,5,0,10
Sean Hogan,16,Other,South Brianside,4.6,5.8,57,5,1.3,1,1,8,1.3,96,12,2.5,0,1,Other,4,5.4,8.5
Joel Molina,15,Male,Wileyside,5.2,8,80,2,1.6,3,4,8,1.2,55,7,1.2,2.5,0.6,Education,10,6.9,7.4
Clinton Morgan,16,Male,Loritown,3.7,10,92,10,0.1,5,10,7,1.2,38,5,3.2,1,1.8,Gaming,3,0.9,4.7
Tara Smith,17,Other,Moranmouth,6.6,5,99,3,0.3,6,6,1,1.5,66,15,1.9,2.4,0.1,Gaming,5,10,10
Thomas Gilbert,14,Female,Chasefort,6.8,5.9,83,3,1.5,9,1,7,0.6,88,18,2.1,2.7,1.1,Other,1,7.7,10
Roger Martinez,15,Other,East Tracy,6.3,6.1,53,10,0.8,4,5,6,1.7,132,9,2.8,1.4,0.6,Browsing,6,9,10
Teresa Stewart,16,Female,West Joshuahaven,7.9,7.2,89,4,0,9,8,7,0.8,138,8,4,1.6,1.2,Gaming,6,8.5,10
Teresa Holmes,18,Female,Ryanton,6.5,5.3,70,2,1.5,6,7,6,1.1,85,17,1.5,0.7,1.9,Social Media,4,6.7,10
Kim Rodriguez,15,Other,Rittershire,7.8,8.3,96,3,0.1,7,9,1,1.5,60,5,3.9,1.8,0.7,Other,4,5.2,10
Jeff Randolph,14,Female,North Michelleburgh,4,5.9,76,2,0.9,6,6,6,1,97,19,3,1.7,2,Gaming,9,3.8,10
Melissa Bruce,15,Male,East Nancy,0.8,6.7,66,1,0.9,7,3,5,0.6,104,20,2.4,0,1.9,Social Media,7,5.9,5.9
Gary Gonzalez,17,Female,Lake Ericchester,4.5,8.8,74,3,1.6,10,10,5,0.9,44,20,1.4,1.6,1.7,Other,7,4.8,8
Crystal Whitaker,16,Female,Albertberg,2.7,5.2,86,3,0.2,6,10,6,0.4,66,12,3.8,2.3,1.1,Browsing,4,6.2,9.9
Michael Boyle,14,Male,East Tylerfort,1.4,7.4,56,6,1,3,9,4,1.6,25,17,2.7,1,0.4,Education,1,5.3,5.3
Patricia Hutchinson,15,Male,Lake Michael,3.7,6.1,76,6,0,8,3,2,0.8,54,15,3.4,0.3,1.1,Social Media,2,6.1,8.4
Thomas Bryant,18,Female,Lake Toniview,4.7,4.7,58,2,0,3,10,8,0.7,36,13,3.4,2.2,2.3,Other,4,4.3,10
John Garcia,17,Female,New Ashley,4.4,5.9,56,4,1,3,9,7,1.1,54,12,3.9,0.3,0.8,Browsing,6,10.5,9.1
Laura Nelson,14,Female,Sweeneyland,8.1,8.8,58,2,1.4,5,9,7,0.4,122,6,2,0.8,1.2,Browsing,1,5.9,10
Marcus Ortiz Jr.,19,Male,Sanderstown,4.3,7,86,10,0.8,9,1,1,1.4,89,20,3.3,1.8,0,Gaming,8,4.1,10
Debra Gilbert MD,17,Other,Port Tiffanymouth,1.3,6.1,72,6,0.9,5,4,1,0.8,48,13,4.5,1.6,1.3,Gaming,10,0.7,7.9
John Torres,13,Other,North Brian,2.8,5.1,95,9,0,7,10,7,0.1,119,9,2.4,1.2,1.4,Education,3,3.6,8
John Kim,18,Other,Lake Cassandratown,9.8,5.1,54,4,1.2,1,6,5,0.6,91,20,2.6,1.6,0.6,Gaming,5,5.4,10
Amanda Roman,17,Other,Mezastad,7.5,5,75,8,2.1,8,5,9,1.5,97,20,4.6,0.2,0.4,Other,8,4.9,10
Crystal Harris,14,Female,Susanchester,4.6,7.1,63,5,2.3,6,7,5,0.6,85,14,2.3,0.6,0.7,Gaming,2,4.9,8.4
Robert Bryant,15,Male,South Alexiston,5.1,5.4,63,0,0.9,1,2,3,1.7,87,12,1.5,1.5,1.4,Social Media,6,6.1,9.5
Jonathan Rodriguez,14,Male,Lake Melissaport,4.8,6.9,90,3,0,5,3,9,0.6,64,11,1.2,3.1,1.1,Social Media,3,7.3,9.1
John Pineda,14,Female,East Lindatown,3.5,5.1,82,0,1.6,5,2,5,1.4,64,11,1.1,2.2,0.5,Browsing,5,8.1,7.7
Jason Rodriguez,13,Male,Phillipsmouth,8,5.6,66,9,0.6,2,3,8,1,143,18,2.7,1.2,0,Gaming,7,8.8,10
Bradley Anthony,17,Other,Baileyside,7.1,7.9,54,7,1.3,5,1,8,0.8,26,12,3,2.5,1.9,Other,8,8.5,10
Katherine Pruitt,14,Male,South Catherinemouth,5.3,7.6,77,6,0.5,9,10,10,2.4,120,15,3.1,2.3,0.1,Education,10,5.5,10
Robert Quinn,16,Female,Michaelfurt,0,8.1,82,3,1.5,9,7,6,1.1,40,16,3.3,2.5,1,Education,5,6.5,5.8
Anna White,18,Other,Kimfort,7.3,5.7,95,8,0,9,2,6,0.5,91,16,2.1,0,0.9,Education,9,7.7,10
Megan Butler,17,Other,Port Christine,1.2,7.2,66,6,2.2,9,10,9,1.6,138,18,3.2,0,1.1,Social Media,3,6.4,7.2
Cassandra Rojas,15,Other,Patriciastad,3.6,6.9,60,6,0.7,9,8,10,2,128,6,3.5,1,2,Other,6,6,8.4
Sergio Evans,13,Female,Port Andrew,2.9,6,69,10,2.6,7,10,4,1.2,58,5,3.7,0.7,0.3,Gaming,8,8.5,6.5
Michael Ray,16,Female,West Shawn,5.3,6,84,4,1.1,10,5,6,0.7,103,17,2.7,2.2,0.8,Browsing,3,2.6,10
Maria Smith,15,Male,New Jaredfurt,1.5,4.3,56,9,0.8,9,8,2,0.8,88,20,1.3,2.6,0,Other,6,7.1,9
Jordan Lowe,18,Other,Port Donaldview,7.2,9.1,71,0,0,1,7,8,1.5,47,16,2.3,1.6,1.5,Education,5,6.6,10
Daniel Flores,17,Other,Lawrencechester,3.2,4.7,90,5,0,9,3,9,1.2,34,15,2.9,1.7,1.2,Gaming,7,3.7,9.1
Kathryn Barber,13,Male,Lake Lisaville,3.9,6.2,83,10,0.1,3,3,10,0.9,93,5,1.5,1.5,0.4,Browsing,4,7.4,6.7
Alexander Kelly,19,Male,Brownburgh,7,5.1,99,1,0.3,7,4,4,0.9,31,9,3.7,0,1.4,Education,2,4.1,10
Curtis Wang,14,Female,Jessestad,8.3,9.5,66,10,0,2,10,6,0.3,131,11,3.8,2.1,1.5,Browsing,4,1.4,10
Dakota Daugherty,17,Female,Kathleenstad,6.3,8.2,77,10,1.9,5,10,6,0.9,95,5,2.8,1.2,1.3,Other,9,4.7,9.1
Richard Lamb,18,Male,Clarkton,6,7.6,61,3,1.1,6,6,3,1.5,95,20,2.9,0,0.6,Other,7,5,10
Christine Jones,15,Other,East Stacey,3.9,5,88,0,2,7,9,9,1.6,63,14,2.5,2.5,2.3,Gaming,3,7.6,10
Tommy Stevens,13,Female,Rodgersmouth,6.1,7,96,5,1.1,3,5,8,0.8,87,8,0.9,1.9,2.2,Gaming,10,6.8,8.7
John Henry,15,Female,North Kerrychester,4.5,7.2,56,5,2.2,8,6,3,0.8,21,9,1.4,1.9,2.4,Gaming,10,9.4,6.4
James Lane,14,Female,Johnstad,2.2,6.3,62,2,0,6,2,7,0.7,98,18,2.9,1.1,1.1,Social Media,1,5.1,8.6
Amy Hall,17,Male,South Donna,4.6,5.8,97,3,2.3,7,8,2,2.1,40,20,3.9,1.5,1.2,Browsing,6,8.4,10
Tammy Rodriguez,15,Male,Heatherton,5.3,6.6,85,9,2.3,6,1,9,1,50,6,1.2,0.5,0.6,Gaming,6,6.7,5.9
Jon Johnson,13,Male,Watkinsland,5.7,6.7,100,4,2.5,6,7,10,0,51,9,0.8,1.3,1.3,Education,7,2.9,7.3
Ricky Martin,19,Female,South Ethan,7,9.7,86,10,1.8,8,8,7,1,132,18,0.6,1.6,0.7,Other,1,5.8,10
Katherine Marsh,16,Male,Jameshaven,2.5,5.5,66,0,0.2,3,6,2,1.5,131,18,1.7,3,0.2,Social Media,8,2.9,10
Karina Miller,18,Other,Villaside,4.5,8.9,59,7,0.6,10,5,10,1,129,10,1.3,1.3,1.5,Gaming,7,3.2,7.2
Chad Roberson,16,Female,Melindahaven,4.8,5.1,88,2,0.4,10,5,9,1,142,16,3.2,1.8,0.9,Other,2,5.4,10
Timothy Mcmillan,16,Female,East Alexanderburgh,4.4,6.1,65,10,0.7,3,2,5,1.4,98,6,2,0.6,0.1,Education,7,5.6,7.1
Juan Villanueva,19,Male,South Andreaview,6.2,6.5,90,2,0.2,2,9,8,0.9,93,13,3.3,4,0,Social Media,5,7.6,10
Karen Fritz,16,Other,Mortonshire,3.3,5.8,83,0,0,1,6,3,1,147,16,1.9,0.3,1.9,Social Media,8,5.4,8.7
Patricia Vega,14,Male,Jenningsborough,5,7.4,79,8,0.7,7,7,9,0.6,29,9,0.8,0,0.6,Social Media,7,6.6,4.5
Benjamin Holmes,19,Female,Dayside,7.6,6.5,62,6,0.4,8,1,1,1.2,52,13,2.2,1.2,0.7,Social Media,1,6.6,10
Jeffery Johnson,16,Male,North Shawntown,7.7,7.5,58,8,0.3,4,2,9,0.7,32,8,1.3,1.4,0.7,Gaming,9,5.3,8.9
Erin Lee,17,Female,Ruthbury,3.4,7.5,72,3,1.8,9,8,4,1,101,14,3.6,1.4,1.5,Other,2,4,9.5
Alexis Martin,15,Other,Rioshaven,5.6,7,79,4,0.6,1,6,5,0.8,34,10,3.6,1.8,0,Browsing,3,6.2,10
Robert Barnett,15,Male,Weeksville,4,3.4,89,3,0.9,1,5,6,0.8,141,13,3,2.1,0.7,Gaming,8,6.6,10
Danielle Williams,14,Other,New Nathanielland,4,7.6,61,4,0.8,9,9,9,0.1,73,18,4.8,2.3,0,Other,4,7.2,10
Miguel Smith,18,Male,Garciaburgh,9,7,92,2,0.9,4,1,8,1.5,81,14,2.3,2.3,1.5,Social Media,3,7.4,10
Kyle Gibson,14,Female,New Jorgefort,3.4,6.7,71,8,0.7,5,1,6,0.6,76,19,1.2,1.1,1,Browsing,9,9.4,7.7
Susan Munoz,19,Other,South Sherry,2.8,5.4,66,2,1.8,2,4,9,1.4,80,16,2.7,1.8,0.9,Browsing,2,6.7,9.4
Victor Carrillo,13,Other,Lake Stephenfort,8.2,5.1,82,1,0,6,3,2,0.2,108,15,2.2,1.8,1,Gaming,10,8.3,10
Nicholas Cook,15,Male,Lake Walterport,7.5,7.3,65,0,1,7,6,3,0.5,149,17,3.2,1.5,0.6,Other,10,5.5,10
Jo Henderson,17,Other,Port Seanfort,9,5.1,51,8,0.9,4,10,2,1.5,79,7,3.4,0.1,1.2,Other,7,3.8,10
Allen Gillespie,19,Male,Wilsonhaven,6,6.7,54,2,0.3,7,10,7,1.1,104,13,1,1,0,Browsing,1,8.2,9.3
Derek Wood,16,Other,Shaunhaven,8.3,5.5,74,7,2.3,5,3,9,1.1,81,20,3,1.4,0.8,Browsing,8,9.9,10
Joshua Hendrix,17,Other,East Wesley,4.8,5.4,65,6,0.3,1,4,7,1.7,103,17,0.4,0.8,0.4,Browsing,7,8,8.8
Devin Ward,15,Other,Brooksberg,1.9,8.6,75,8,0,3,4,1,0.9,129,8,2.5,1.9,0.1,Social Media,3,1.6,6.2
Joshua Cummings,19,Other,Castanedaton,6.2,6,96,6,1.9,6,4,5,1.4,93,6,2.5,0,0.6,Other,2,6.7,8.8
Joshua Martin,16,Female,South Kristinamouth,4.4,6.4,53,6,0.7,10,1,10,1.1,124,14,3.4,0.4,0.9,Education,8,5.7,10
Daniel Wallace,19,Male,Jasonmouth,6.4,6.1,97,8,2,5,7,1,0.2,31,8,3.4,1.7,0.2,Browsing,7,5.2,10
Patricia Baker,14,Female,Port Sethberg,2,4.7,96,1,0.8,10,9,2,0.3,135,9,3.9,1.1,1.5,Browsing,8,4.8,9.2
Christopher Buckley,19,Other,North Antonio,8.2,7.2,72,1,0.5,7,4,9,0.9,32,5,2.3,3.3,0,Gaming,3,3.1,10
Lisa Boyd,16,Male,East Williamview,5.2,6.6,100,7,0.6,4,2,10,1,123,16,4.1,1,0.7,Social Media,1,6,10
Alicia Dickson,16,Male,West Christine,3.6,7.3,61,2,1,5,4,7,1.2,30,11,3.6,1.8,1.3,Education,9,2.7,8.2
Jennifer Hernandez,14,Other,Simmonsfurt,6.2,8.1,55,4,2.6,7,8,10,1.7,103,14,1.4,3.6,1.6,Education,7,7.3,10
Brittney Burnett,14,Female,Thomasburgh,2.6,7.6,64,2,2.3,2,5,10,0.6,126,13,4.5,0.9,1.8,Social Media,5,5.2,9.3
Caitlin Collins,19,Male,East Angela,2.9,3,54,5,2,8,4,3,1.5,73,19,2.1,0.9,1,Education,6,5.7,9.7
Travis Carlson,13,Other,Marshallport,7.3,7.6,59,3,2.2,6,5,3,1.8,141,18,2.4,1,0.6,Social Media,1,8.5,10
John Hawkins,17,Other,Port Tinamouth,3.7,8.1,67,9,0.4,5,8,9,0.9,117,17,2.8,1.7,0.6,Browsing,3,4.2,9.9
Samuel Reed,16,Male,Port Shannonside,6.8,5.9,53,1,2,9,4,8,1,91,6,4.6,1.9,0.8,Browsing,8,3.1,10
Sabrina Davis,14,Other,East Lisastad,5,5.7,98,4,2,6,1,2,0.3,61,5,0.2,3.1,1.4,Other,10,2.4,7.7
Brenda Christensen,15,Female,Port Tannerchester,4.6,6.1,64,1,0.8,2,10,6,1.5,123,11,2.3,0,1,Browsing,3,5.8,8.5
Mr. Matthew Rodriguez,15,Other,North Jordantown,1.9,7.7,58,4,1.5,7,9,7,1.7,103,11,2.3,0.8,0.2,Gaming,8,2.8,5.4
Oscar Williams,17,Male,West Chloebury,4.9,7.4,55,4,2.6,8,7,8,0.1,139,16,3.5,0.6,1,Gaming,9,4.9,10
Trevor Brown,19,Male,New Christopher,6.8,3.4,60,4,0.7,2,8,4,1.4,96,18,1.7,3.6,0.3,Social Media,6,4.7,10
Albert Shaw,14,Female,North Megan,3.8,6.4,51,1,1.2,10,6,7,0.5,121,14,3.5,2,1.1,Social Media,6,7.1,10
Alexander Wright,15,Other,North Stevenberg,1.5,8,97,7,1.7,1,8,5,0.3,111,15,2.3,2.7,2,Social Media,1,9.7,7.7
Kylie Hansen,16,Female,South David,6.4,4.6,64,4,1.1,8,6,6,0.8,106,17,3.6,0.2,1.5,Social Media,6,7.9,10
Ariel Warren,13,Female,New Cindy,3.9,5.8,66,5,1.4,5,5,8,0.6,119,15,1.1,0.8,1.8,Education,1,5.8,8.3
Stephen Mcdonald,17,Female,Port Jasminetown,5.8,8.5,99,3,2.1,6,6,10,0.3,76,20,1.9,0.1,0.3,Social Media,1,4.5,9.1
Michael Ramirez,19,Female,Angelahaven,8.3,6.7,67,7,1.3,9,6,1,1.2,43,8,2.5,2.3,1.8,Social Media,2,3.5,10
Aaron Ortiz,19,Male,West Juliehaven,4.8,6.3,61,6,1.6,8,7,2,0.6,67,11,3.6,1.3,1.4,Gaming,5,8.4,10
Megan Hughes,16,Female,Joshuaborough,4.8,5.3,71,10,2.5,7,10,2,1.6,30,16,3.5,2.5,0.6,Other,9,7.1,10
Mary Solomon,19,Female,West Felicia,6.1,7.2,62,4,1.7,9,5,9,1.9,72,12,2.7,1.3,0.7,Gaming,8,7.8,10
Shane Bond,18,Male,South Austin,2.9,7.9,81,9,1.3,6,1,1,0.1,106,7,3.7,0,1.1,Education,2,7.1,6.2
Melinda Harris,19,Other,South Antonio,3.5,5.1,86,5,2.4,3,8,10,1.4,148,19,0.9,3.7,0.7,Education,9,8.4,10
Mary Phillips,17,Female,Joseburgh,7.5,8.2,63,0,1.7,7,1,10,0.6,140,14,3.8,2.2,1.5,Other,3,4.1,10
Pamela Williams,16,Female,Lisashire,4.7,5.2,72,1,2.3,6,4,1,1.7,26,13,1.6,0.3,0.7,Social Media,1,6.3,7.1
Christopher Fisher,19,Other,New Andre,2.9,8.7,77,7,1.1,3,8,7,0.7,91,5,1,1.4,0.2,Social Media,8,5.9,3.8
Sharon Weaver,14,Female,New Edward,3.8,6.6,81,4,0.8,2,6,9,0.8,30,7,1.6,1,0.5,Browsing,1,6.2,5.1
Timothy Thompson,13,Female,Maddoxbury,5.6,9.2,82,10,2.5,10,4,9,0.1,78,9,0.8,1.2,1.5,Gaming,7,8.3,6.4
Jared Tyler,15,Male,South Kimberlymouth,9.4,6.7,68,1,2.6,3,8,6,1.2,79,16,0.8,1.7,2,Browsing,5,4.9,10
Jessica Day,14,Other,Port Jamesside,4.2,3.9,50,7,1.7,9,4,6,1.6,127,14,4.3,2.6,1.7,Gaming,7,4.4,10
Emily Hall,13,Male,South Crystalchester,8.7,4.3,68,9,1.7,8,8,1,0.3,126,16,2,3.1,0.5,Education,9,2.4,10
James Lang,17,Male,Mcconnellborough,2.7,6.4,80,6,0.9,10,3,8,1,44,8,2.4,0.6,0.8,Social Media,10,5.3,5
Casey Sanford,18,Male,Mccoyland,4.8,8.1,56,8,1.5,1,1,2,1.3,20,17,2,0.1,2.5,Social Media,2,8.5,6.6
Jennifer Fleming,15,Male,North Debrafort,3.9,7.6,85,10,0.3,2,1,9,0.4,115,12,2.7,1.4,0.8,Browsing,2,5.7,8.9
Dennis Aguirre,19,Male,East Julia,5.6,7.3,83,0,1.2,5,10,7,1.3,31,16,4.3,2.4,1.5,Browsing,4,8.5,10
Brandi Glover,13,Male,Robertberg,5.9,4.8,80,0,0,6,3,8,1.9,84,6,2.1,2.6,3,Browsing,10,8.4,10
Kristina West,17,Other,West Richardton,6.6,7.6,82,9,0,2,1,7,1.4,101,8,1,3.5,0.3,Gaming,8,4.4,10
Diana Strong,15,Other,East Ashleyborough,4.4,4.3,87,6,0.1,3,3,6,1.6,44,19,2.2,0.2,1.7,Education,8,8.4,9.3
Kenneth Smith,14,Female,Greeneside,5.9,3.9,64,7,0.9,5,5,4,1,70,20,3.1,2.7,0.9,Other,10,7.5,10
Colleen Snyder,15,Female,Lake Lynn,6.3,8.2,73,5,0,4,10,7,0.5,97,7,1.6,1.5,0.7,Social Media,1,4.8,8.6
Mr. Christopher Buck,17,Other,Wardmouth,3.3,7.2,89,2,1.7,8,9,6,0.5,98,18,1.9,1.6,1.2,Gaming,7,7.5,8.8
Jesse Hernandez,16,Other,Lake Julieburgh,8.8,4.3,64,3,1.7,1,10,5,1.4,130,19,2.4,2.4,1.2,Gaming,10,3.9,10
Diana Taylor,14,Other,West Alyssa,5.6,6,60,10,1.7,9,4,10,1.1,92,7,2.8,1.5,0.3,Education,6,4.8,10
Tara Gibson,14,Male,New John,7,8,64,4,0.4,10,10,10,1.2,77,6,2.2,1.6,1.9,Browsing,8,6.5,9.5
Sean Flores,18,Other,Jesusmouth,7.1,7.4,64,3,1.6,6,1,2,0.7,26,20,4.1,2.9,0,Other,3,6.3,10
Anthony Small,14,Other,Port Lynn,2.3,7.5,84,9,0.6,1,9,2,0.7,46,6,2.8,2.1,0,Other,5,6.8,5.6
Joseph Conrad,19,Other,Smithtown,4.8,4.6,91,0,0,5,10,9,1.4,37,10,1.8,2.3,0.7,Education,6,7.2,9.3
Dr. Kelly Collins,19,Female,Brianbury,5.9,10,59,2,0,2,10,9,1.4,50,20,3.7,0.6,0.7,Browsing,7,3.6,10
Margaret Edwards,13,Male,Port Ana,5.4,5,71,9,2,7,2,3,1.2,99,10,2.6,1.8,1.9,Browsing,6,7.8,10
Phillip Stewart,18,Male,New Cory,5.1,6.4,74,6,0,2,5,7,1.7,90,17,3.1,0.5,1.3,Education,3,6.9,10
Jonathan Crosby,18,Male,North Jamie,4.4,7,87,6,1.9,5,7,8,0.2,77,13,1.9,0.8,1.6,Browsing,3,6.7,7.7
Dorothy Hodges,14,Other,New Larryville,8.7,6.5,86,9,0.5,5,4,6,1,35,6,2.3,1.8,1,Browsing,4,7.9,10
Alicia Wang,15,Other,Emilyfurt,5,5.5,53,9,1.6,3,5,10,0,37,8,2.8,1.2,0.5,Gaming,10,9.2,8.6
Stephanie Gutierrez,14,Male,Patrickhaven,3.2,4.8,50,3,1.4,3,1,3,1.1,89,7,1.9,2.6,0.9,Social Media,10,3.8,8.5
Lauren Schmidt,16,Other,Lisamouth,2.8,7.5,55,3,1.1,1,5,1,0.7,119,20,3.9,0.9,0.5,Social Media,6,2.8,10
James Phillips,17,Female,Johnmouth,5.5,6.4,98,7,1,9,7,1,1.1,140,13,2.8,0,0.7,Gaming,1,6.5,10
William Cole,19,Other,Angelicamouth,3.7,5.7,65,9,0.4,1,6,8,0.3,143,6,3.4,1.3,0,Social Media,10,7.3,9.6
Megan Sullivan,13,Male,Martinmouth,7,6.3,66,6,0,8,6,9,0.2,136,12,1,1.5,1.2,Social Media,1,3.8,10
Michelle Faulkner,13,Male,South Cassandraville,6.4,7.7,51,7,0.5,9,2,6,0.1,146,20,2,3.6,0.7,Gaming,8,9.7,10
Tracy Novak,17,Female,West Thomas,4.4,4.6,56,7,2.4,3,1,8,0,133,7,2.7,0,0.7,Education,7,10.4,8.9
Leonard Moore,15,Male,North Justinside,1.9,6.2,92,8,0.7,6,5,8,0.6,99,14,1.1,1.3,1.2,Other,2,6.1,6
Ashley Hamilton,15,Female,Maryfort,6.4,8.9,75,1,0.5,8,5,10,0.6,45,15,3.3,2,0.4,Other,10,8.1,10
Angela Butler,14,Other,North Paulhaven,3.6,6.7,52,3,1.7,6,3,2,0.6,129,12,2.5,1.3,0.8,Browsing,6,8.9,9
Molly Colon,19,Male,Rogersmouth,6.9,6.4,62,4,1.4,9,1,1,1.6,146,9,3.2,0,0,Browsing,8,5.8,10
Jonathan Smith,15,Male,North Russell,6.3,8,92,10,0,3,9,6,1.4,74,19,1.7,2.8,1.3,Education,3,7.2,10
Patrick Lopez,19,Other,Perezstad,6,6.2,60,3,0.5,10,7,7,2.1,75,5,2.3,0,1.3,Browsing,7,4.2,7.7
Meghan Jackson,17,Male,Walkertown,3.9,5.8,55,5,0.9,5,8,10,0,132,11,1.8,0.4,1.2,Browsing,7,4.5,8
Maria Davis,13,Male,Davidstad,4.9,8.8,59,0,2,8,3,2,0.5,27,6,2.3,2.3,1.9,Browsing,8,6.8,6.8
Sandra Byrd,13,Female,New Amy,6.4,4.7,87,7,0.8,7,8,9,1.5,149,9,2.4,1.7,1.2,Other,1,4.8,10
Jack Foster,14,Other,Moorefort,10.3,7.3,51,4,2.8,4,10,7,0.9,91,14,3.9,2.3,0,Browsing,2,11,10
Rebecca Gill,13,Male,Lake Sarah,5.3,8,66,3,1.7,7,6,9,1.3,36,9,0,1.5,1.1,Browsing,7,6.1,5.3
Jorge Parker,15,Other,Garcialand,3,7.6,83,7,0.6,9,5,9,1.1,46,7,0.8,2.4,1.3,Gaming,9,5.2,4.7
